review,label
"In rec.autos you write:


This McLaren auto-transmission (I still think it's only half auto,
but You may be right) has NOTHING to do with Your GM, Chrysler, Volvo,
or whatever auto transmission. It's a normal manual transmission
gearbox with clutch and all, but there are servo motors, which do
the shifting. 

That means, there is no power loss in the drivetrain (if You take out 
minimal mechanical friction), and the sami-auto transmissions 
(Ferrari, Williams, McLaren(?),...) don't tell You, when to shift,
either. However, these transmissions share an important disadvantage
with Your stock auto-trannie: They are EXPENSIVE.

As long as these servo-shifted gearboxes aren't available on 
'normal' cars I'm gonna stick with my manual. I just can't see an
advantage to make up for two grand I lose in this deal and the
loss in mileage and power (except maybe in real heavy traffic). But
then I drive mostly on the autobahn and country roads anyway.

There's no point in making a religion out of this, I just wanted to
point out a few technical facts and MY OWN opinion, so there's
no need for a flame war.


Have a safe ride",0
"a
e
e
GT (5sp of course)",0
"
Lack of build quality was the thing  I notced on the first 2 LH's I
saw months back. The panel gaps were large and non-uniform between
the 2 cars I saw - the kind of thing you expect and accept on a
Mustang - but not from Chrysler's savior.  I drove one of the low
end cars, and thought it was more than adequate. I'd prefer
an LH to a Taurus from my brief experience.

Craig",0
,0
"
actually, disabled persons have been known to drive in SCCA
races.  i'd be careful about making sweeping generalizations here.

i'd prefer a manual transmission, but the early SHO had an
awful transmission that felt like it came out of a truck or something.
it was almost enough to make me want an automatic.",0
"It's great that all these other cars can out-handle, out-corner, and out-
accelerate an Integra.

But, you've got to ask yourself one question: do all these other cars have
a moonroof with a sliding sunshade?  No wimpy pop-up sunroofs or power
sliding roofs that are opaque.  A moonroof that can be opened to the air,
closed to let just light in, or shaded so that nothing comes in.

You've just got to know what's important :^).",0
"Why don't you look again at Motor Trend's, slalom times, they are 67.9, right
along with the Integra, and the car does that with small 14 inch tires that
are all -weather XGTV4, not to mention that the Integra rides alot better than
a Beretta.
Your acceleartion times also vary, magazine to magazine
Road & Track and Car& Driver have the GS-R at 6.8 to 8.0 for Road and Track.
Also Quarter mile times vary from 15.4 to 16.1
You can't tell exactly by the numbers.  Furthermore, the Integra will
definately outrun the Beretta on the high end.  Car & Driver and Road & track
have the GS-R doing 136 to 141 mph, and it gets there fast.


***You always believe those exact numbers, why don't you drive a GS-R, and see
for your self, while the GS-R has a low 117 torqye, its high gearing over a 8000
rpm make up for the difference (still wouldn't call it a torque moster though!)


Quad 4 reliable, yeah, what's your definition of reliable- if that's reliable,
then its safe to say that integra engines in general are near perfect
 (not to mention, a hell of alot smoother and quieter - balance shafts.The Acura has the engine
   wins the reliablity contest hands down. You can rev that car all day, everyday,
and you'll never blow a hose, or crack the block, or anything else. (I speak
from expierence!)
I'm not saying the Quad 4 is a bad engine, but don't highlight reliability when you
comparing it to a Acura Engine.  AND while the Integra costs alot more, it is a
better investment since it will hold its value considerably much better.  And
does a nice job at being a sporty car and practical at the same time.",0
"Les Bartel's comments:

Let me add my .02 in. I had a A/C installed by the Ford garage and it did not
work as well as the A/C that was installed by the factory in pickups 
identical to mine. I have talked to other people that have had the same
result. Don't know if this is just a probable with Ford or what??",0
"
Makes sense, since the new Mercedes Benz engines go from 2.2L-4 to a 2.8L-6.
Nothing in between.  BTW, I beleive the numbers on those MB engines are
156 and 225 hp respectively.  The one-upmanship in hp might induce BMW
to create a larger six.  Also, the 2.6 190E has lagged behind the 3-er
2.5 for some time wrt hp.   I am sure the Bavarians wouldn't want to be
""shown-up"" by the Schwabians.

PS- those MB engines haven't been released over here yet.",0
"Dumbest options? Well here in the UK, BMW offer a 'no-smokers' option...
It just means they take the fag lighter out.... big deal....

BTW - I just bought a Honda CRX F1..... its neat... did consider an MR2 targa,
MX5 (you guys call it Miata?).... but that CRX just one my heart with that 
body kit and 8-spokes.... ",0
"
Hear, hear!  Thanks, Robbie.

You also don't read that much about violence *against* teenagers, such as
George Bush burying alive tens of thousands of unarmed Iraqi 17-year-olds,
who were trying to surrender, with bulldozers.
",0
"
[blah blah blah]



let's create a new group:  rec.autos.CR-is-right-no-its-not-yes-it-is-oh-yeah-
my-father-can-lick-your-father-.......


:-)
",0
": >> 
: >I'm not going to argue the issue of carrying weapons, but I would ask you if 
: >you would have thought seriously about shooting a kid for setting off your
: >alarm?  I can think of worse things in the world.  Glad you got out of there
: >before they did anything to give you a reason to fire your gun.
: 
I think people have a right to kill to defend their property. Why not? Be
honest: do you really care more about scum than about your  car?
",0
"
You must be _incredibly_ bored.  Have you considered reading the phone book?
-- 
",0
"
That will make it easy for a car thief.
Saves him/her the trouble of popping your ignition!
",0
"

1) a fitting that allows you to generate household current with
the engine running, and plug ins in the trunk, engine compartment
and cabin.

Feel free to add on...

Regards, Charles
x
-- 
Within the span of the last few weeks I have heard elements of
separate threads which, in that they have been conjoined in time,
struck together to form a new chord within my hollow and echoing
gourd. --Unknown net.person",0
"I bought a car with a defunct engine, to use for parts
for my old but still running version of the same car.

The car I bought has good tires.

Is there anything in particular that I should do to
store the defunct car long-term?  I'd hate to have
parts of it go bad.  Someone has told me it's bad
for the tires to not move the car once-in-a-while.
Is this true?   Do I need some props to take the
weight of the tires?

Best to reply by mail, I am getting spotty news delivery.",0
"
Ok, I'll bite.  How is this supposed to work?",0
"
Yo! Watch the attributions--I didn't say that!

Again, this isn't an appropriate forum for discussions on whether you
should shoot someone for property damage/vandalism/theft, but every
responsible gun owner realizes that there are limits, and the punishment
must fit the crime. I mean, think about it--is a (really) harmless
prank worth killing over?

As I said, the situation described (punks setting off alarms and
taunting people to come out) could turn very ugly very quickly, and
it is worth being prepared when your life is potentially on the line.

				James",0
"
Car and Driver rated the 325is (1988) at 7.2 0-60 , 1/4 at 15.2 (after 30k miles) last time I checked 8#}.

Automobile magazine rated new 325is 1/4 mile@16.2.

Gee , aint quotiin funner than the dickens!

Sounds like we need a race.  I'll let you have the newer version.  Can someone out there lend me a 1988 325is for a day 8-].  I wont hurt it, I promise.
",0
"
assuming yours is a non turbo MR2, the gruffness is characteristic of
a large inline 4 that doesn't have balance shafts.  i guess toyota
didn't care about ""little"" details like that when they can brag about
the mid engine configuration and the flashy styling.

myself, i automatically cross out any car from consideration (or
recommendation) which has an inline 4 larger than 2 liters and no
balance shafts..  it is a good rule of thumb to keep in mind if you
ever want a halfway decent engine.  

if the noise really bugs you, there is nothing else that you can do
except to sell it and get a V6.
",0
"
Oh PULLEEZE!

It's not biology at all, it's clothing design.  Women's clothing is
generally designed to be as non-functional as possible.  It's only been
in the last five years or so that you could buy women's pants with
pockets deep enough to carry anything in.  Previously, deep pockets were
virtually unknown in women's clothing.  Skirts generally have better
pockets now, too.  Dresses, espcially fancy dresses, are still pretty
hopeless.  I often hand my driver's license over to my husband if we're
dressed up to go out somewhere, so I don't have to be encumbered by a
purse.

If women consistently bought functional clothing, and boycotted the
manufacturers who refuse to make functional women's clothing, I think
manufacturers would tend to bow to market pressures.  There's
an interesting chapter in Susan Faludi's Backlash that described
what happened the LAST time clothing manufacturers ignored the
need for functional women's clothing.  The manufactuing industry
lost millions.

From a woman who would rather buy men's clothing WITH decent pockets and
long legs and high waists than women's clothing without....





",0
"

In fact, they make some ,but they just don't sell them here in U.S.

Sunny California is a 1.6l wagon based on Sentra.
Avenil is a 2.0l 4WD/2WD wagon .(It looks like Infinity G20 
but actually it's independently designed to be a wagon.I mean, it's 
not based on any sedans.) 
 
Nissan had better consider to sell them here.



Sounds nice. But I doubt they have a plan. Coz Avenil was introduced 
to replace any sedan based wagon.



",0
"Good luck.

",0
"You can also just put the detector off to the side on the dash so the cop
doesn't see it right away...Valentine is the best detector by far (as stated
by Car and Driver) and even tells you what direction the radar is coming from.
 It also gives the amount of ""threats"" it is picking up, so if you go through
 the same place everyday, and it always goes off there, you can glance at the
 number of ""threats"" the Valentine is detecting to see if it is a genuine cop.
  It's about $300 and you can only get it factory direct..one problem.
                                            Rob Fusi
                                            rwf2@lehigh.edu",0
": significantly less than the value of many automobiles.  And for those who will
: argue that the animals out there stealing cars and everything else (not to
: mention committing COMPLETELY senseless acts of violence, such as rape) cannot
: be valued in terms of money because they are human beings, I submit that they
: are not human beings.  Jim Callison, I think, is on the right track.  And ",0
,0
"

I can't tell if Matt is being sarcastic here or not, but to be honest, many
automobiles are worth far more to their owners (in $$ value and $$ investment)
than the people that would take them.  I don't have figures on average property
tax in the U.S. or how much of it is allocated for housing projects, inferior
public schools, jails, or the like, but I have a feeling that the amount the
government steals from an honest, productive citizen to breed this trash is 
significantly less than the value of many automobiles.  And for those who will
argue that the animals out there stealing cars and everything else (not to
mention committing COMPLETELY senseless acts of violence, such as rape) cannot
be valued in terms of money because they are human beings, I submit that they
are not human beings.  Jim Callison, I think, is on the right track.  And 
Chintan Amin remarked earlier that we cannot blame environment for the actions
of a single criminal.  I couldn't agree more.  One could trace any crime back
to the environment/upbringing of the criminal; should we let all of them out,
from pickpockets to rapists to inside traders, because what they did wasn't
their fault?  Where does one draw the line?

$0.02",0
"
: From: OPDBS@vm.cc.latech.edu
: Subject: Taurus/Sable rotor recall

:        My '92 Taurus GL with only 26k on the clock also has rotor warp.
:    Apparently they HAVEN'T fixed the problem yet.  But try convincing the Ford
:    service person to fix it for free...Right!!!

:    Tony


Gads, I have heard so many horror stories with Taurus and Sable cars!  I thought
these were premium American automobiles.  The way they sell, you'd think so.
Is Ford really no better than in the late '70s when it was turning out tin
cans like the Granada and the Fairmount?  Which would you get, a Taurus or 
a Camry or Accord?
",0
"I just ordered a Saturn SL1 after considering a few imports. Frankly, the Saturn
way of doing business and service was a *very* big plus. I hadn't bought a new
car since I bought my Honda 4WD back in '85, and I was unbelieveably offended by
most salespeople I met.

Saturn was indeed very different. I made three different visits to the dealer where
I bought my car, and was never pressured. Saturn also had the best after-sales
support, and the fixed pricing made it *very* easy for me to decide exactly what
I wanted to buy. Another big selling point was running into my mechanic at the
dealer. He's been fixing imports for 20 years...and bought a Saturn, based on
what he's seen and heard from his customers. 

Saturn also has a good extended warranty program; $675 for 6 year/60K miles, 
fully refunded if you don't use it. That works out to an actual cost of $170 or
so, based on the 6 year treasury rates. Using savings account rates it's more
like $120. In the first three years it also buys you free rental during any
warranty work, without counting against the refund.",0
"Archive-Name: rec-autos/part2

Automotive Mailing Lists (Electronic Mail, that is):

[last updated 3/17/93; new lotus, exotic cars list subscription info;
   added Portland, OR motorsports list, Corvair list, Triumph TR8 list -- rpw]

There are a number of electronic mailing lists on the network devoted to
various special automotive topics.

To the best of my knowledge, all the lists appearing here have open
membership policies.  It is my policy not to list `closed' mailing lists
here.

Most mailing lists provide separate addresses for administrative
queries and for general mail; where separate administrative
addresses exist, I have listed those below, as the general addresses
are not appropriate for inquirys and requests.

Audi
         (send requests to quattro-request@aries.east.sun.com)

Autocross/Solo
         (send requests to autox-request@hoosier.cs.utah.edu)

BMW
         (send requests to bmw-request@balltown.cma.com
          both regular and digest forms available)

British Cars
         (send requests to british-cars-request@hoosier.cs.utah.edu)

Buick Grand National/Regal/GNX
         (send requests to gnttype-request@srvsn2.monsanto.com)

Camaro/Firebird (GM F-body)
         (send requests to f-body-request@boogie.EBay.Sun.COM)

Corvair
         (send requests to bryan@pegasus.mitre.org)

Corvettes
   there are two lists; the first is more of a competition oriented
   list, and the second is more general in nature (or so i am told)

   Competition:
          (send requests to vettes-request@cimage.com)
   General:
          (send requests to vettes-request@compaq.com)

Datsun/Fairlady Roadsters
         (send requests to datsun-roadsters-request@hoosier.cs.utah.edu)

Dodge Stealth/Mitsubishi 3000GT
	(send requests to stealth-req%jim.uucp@wupost.wustl.edu)

Eclipse/Talon/Laser
         (send requests to diginst!talon-request@radius.com)

Electric Vehicles
         (send requests to info-ev-request@ymir.claremont.edu)

Exotic-Cars
	 (send requests to exotic-cars-request@sol.asl.hitachi.com)

Fabrication (race cars)
	 (send requests to racefab-request@pms706.pms.ford.com)

International Harvester (discussion of Scouts, pickups, etc.)
	 (send requests to ihc-request@balltown.cma.com)

Italian Cars
	 (send requests to italian-cars-request@balltown.cma.com;
          both regular and digest forms available)

Hondas
         listserv@brownvm.brown.edu; use standard listserv subscription
         procedure: the mail message body to listserv should be
         ""sub HONDA-L your-real-name"" with no subject line in the header

Hot rods
         (send requests to hotrod-request@dixie.com)

Land Rovers
	 (send requests to land-rover-owner-request@stratus.com)

Lotus
	 (send requests to lotus-cars-request@netcom.com)

Mazdas
         (send requests to mazda-list-request@ms.uky.edu)

Miata
         listserv@jhunix.hcf.jhu.edu; use standard listserv subscription
         procedure: the mail message body to listserv should be
         ""sub miata your-real-name"" with no subject line in the header

Merkurs
         (send requests to merkur-request@pcad.UUCP)

Mopar
         (mostly high performance Chrysler, Dodge, Plymouth products.
          send requests to mopar@casbah.acns.nwu.edu)

MR2
         (send requests to mr2-interest-request@validgh.com)

Mustangs
   There are two lists, the first is for Mustangs through 1973,
   the second for Mustangs from 1980 on.  nobody cares about
   the Mustang II, so don't ask.

   classic:
         (send requests to classic-mustangs-request@hpfctjc.fc.hp.com)
   modern:
	 (send requests to mustangs-request@cup.hp.com)

Offroad & 4X4
         (send requests to offroad-request@ai.gtri.gatech.edu)

Porsches
	 (send requests to porschephiles-request@tta.com)

Portland, Oregon Motorsports Activities
         (send requests to pdxracer-request@reed.edu)

Rally
         (send requests to rally-request@stratus.com)

RX7
	 (send requests to jjn@cblpf.ATT.COM)

Saabs
         (send requests to saab@network.mhs.compuserve.com)

Saturn
         (send requests to saturn-request@oar.net)

School (high performance driving schools)
         (send requests to school-request@balltown.cma.com)

Sentra SE-R, G20, N2000
         (send requests to se-r-request@pencom.com)

Supras
         (send requests to supras-request@vicor.com)

Toyota
	 (send requests to toyota-request@quack.sac.ca.us)

Triumph TR7/V8, TR8
         (send requests to jtc@ccwf.cc.utexas.edu)

Volvos
	 (requests to swedishbricks-request@me.rochester.edu)

Wheel-to-Wheel Racing
         (forum for race drivers, workers, crew, and wannabes;
          send requests to wheeltowheel-request@abingdon.sun.com)

Z-Cars (Nissan/Datsun)
         (send requests to z-car-request@dixie.com)",0
"
Oh come on, Silly, all you have to do is cut a hole in your hood and 
put a tube there so you can get to the oil fill hole.  What do you
think all those big air intake things are for on those hot-rod cars?
They're just for looks only...little does anyone know, they provide
access to the oil-fill hole.",0
"

I'd like to see you use this method on a couple of semi drivers. If they see you,
they usually acknowledge by sticking their hand out the window with their middle
finger extended. Because it is also obvious to them that there is no clear lane
ahead.  

",0
"
Most cars have drain petcocks in the radiators, and I've never 
seen nor heard of a vandal opening one.  I imagine that there
would be an even lower risk with an oil plug because you have 
to crawl furthur under the car to open it.  

Car vandals are usually real traditional in their methods, and do things
that don't get them dirty, like keying your car, dumping sand, sugar
or mothballs in the gas tank, TPing it, etc.
",0
"

The CR purchase would be the Ford Probe GT.

john

",0
"
USUALLY....go enough places and you'll see stuff happen you didn't think did.
",0
"

Boy, Travis..

Were you LUCKY!!.. you went under the new Texas Rangers
Stealth Patrol Car! Good thing you slowed down!",0
"
And my number 1:

1. The spectacle of the religious fervour of the CR ""true believers"".
",0
"
	And armadillo crossings.


	Well, let's see, in just my own _personal_ experience there's
Nevada, New Mexico, Texas, Wyoming, Utah, South Dakota, Nebraska, 
Minnesota, Montana, Florida, and parts of Louisianna.

	Nobody said ""Let's go into town and drive 130 on Main St.""
And you couldn't go that fast on the graveled washboard that passes
for highway in some parts.  But that ""only really expensive cars should
be driven fast"" crap, is, well, crap...",0
"


Well, I never wrote that I would act as you described.  I stated that I 
would not block a would-be passer.  I would not block a would-be passer
""for their own good"" or for any reason other than I was prevented from 
doing so due to the traffic circumstance.  I fail to see how deterring a
passer under these circumstance would IN ANY WAY decrease YOUR chances
of being involved in an accident, fatal or otherwise.  In fact, I could
imagine how blocking a would-be passer would actually INCREASE your 
chances of being ""offed"" or involved in an accident, especially if 
this ""passer"" is riding your bumper.  Intentionally blocking a person
riding your bumper is certainly NOT a ""wise driving practice"", it 
only causes the jam to become more congested. 
 
I don't mess with trucks and I actually watch the road ahead AND the 
road behind!   If I perceive that I am rapidly closing on a ""pack"" 
of vehicles, I try to avoid getting caught up in situation such as you 
decribe.  Usually either traffic is just building and I have to deal 
with this fact of life, or I wait to a slow passer to complete their 
pass and make way for the pack to clear.  If someone decides then to 
pull up on my bumper, I signal my intention to move to the right, and 
do so at the first opportunity (& hope they will open the jam).  I 
feel this is not only courteous driving, but ALOT safer than the 
actions you advocate!!!  There are actually many courteous drivers 
on the road who do not intentionally impede others.  ",0
"Rob Reilly:


This is just not so - many of the earliest cars had their steering
controls in the center of the vehicle, and there is no discernible
pattern of left- or right-hand steering controls until a few years into
the 20th century, when, in America at least, left-hand wheels became the
pattern. The mule team (or horses, I imagine) explanation, however,
seems to have some merit.

Dan
dh3q@andrew.cmu.edu
Carnegie Mellon University
Applied History",0
"
<apparently you're not a woman - my husband hates the auto door locks
<feels safer in a car that locks easily (in addition to watching around
<in a secluded spot, etc - have my keys ready to open the door so I'm",0
"




	
	I'd hate to rehash an old thread, but...  Would someone kindly quote
a prices that a dealer quotes for a Civic EX, and Escort GT.  Also, I'm a
assuming that the MX-3 was the V-6, so go ahead and look that up, too.  If 
someone has one of those yearly buyers' guides that give a low quote price,
please quote them, too.  Then find the the SC1 base price.

Thanks.
",0
"
	Heed this man's warnings!  If you get carb cleaner this strong on
your hands, your hands will be eaten away.  Not pretty.  Hence the ""dipping
can"" method.

Later,",0
,0
"
There was a Volvo owner that had $3000 dollars worth of improvements to the 
looks of the car by hail :).
",0
"Any truth to the rumor of an AWD 3-series for '94?  I believe
this info was published in either Popular Science or AutoWeek
a couple of months ago.

  Also, a friend told me that BMW used to make an AWD 325 called
the 325ix.  I'd appreciate any info about this car too.  Thanks..

  Thanks.",0
"The biggest hurdle for automatics (IMHO) is not shifting speed
per se, but rather the transmission's reaction speed when you
try to force it to shift manually.  

This was the biggest fault with the Subaru ECVT -- it took SOOOOOO
LONNNNNNNNGGGGG for the tranny to find the right ratio.

The sales propaganda says the Saturn automatic is effectively an
electronically-shifted manual.  Might this mean that Saturn has
conquered the problem?  (I dunno, only driven Saturn 5-speeds)

INPUT, PLEASE!",0
"
	I was hoping for something like ""The chassis exhibits X 
degrees of flex when subjected to forces of more than Y units.
Forces of more than Y units begin to manifest at Z miles per hour.""

	Not ""Well, gee, it wasn't designed to go fast because, uhh,
well, gee, it wasn't designed to go fast.  It's not a Porsche, you
know"".


	Well, as compared to the normal Taurus, the SHO comes
with more supportive seats,better brakes,a stiffer suspension,
different tires, and a body design that takes advantage of aero
effects to keep the car on the ground (or at least I think that's
what all that boy-racer plastic is for).  You're kidding yourself if
you think any car on the road has a passenger compartment made to
withstand 130 MPH impacts.  


	Oh, right.  Only 120,000 dollar cars should be driven fast.
They drive goddamn Rabbits at 120 MPH in Europe, pal, and I reckon
a Taurus is at least as capable as a Rabbit.


	Of course not.  ""Speeding-is-bad.  Speeding-is-illegal. 
I-will-not-speed.  I-love-Big-Brother.""  You had your mind made up
already.

	It's interesting that lots of the roads out west had *NO*
speed limits until 1975.  ",0
"
It seems sad that people lose all perspective when they here about a
case of violence by teenagers...

For a little perspective:

How about the thousands of kind teenagers who volunteer at local
agencies to help children, seniors, the homeless?

Did you read about all the kids at Stanford who spent their spring
breaks helping out in inner city areas? What about the hundreds of
volunteers ( teenagers and others) who worked to clean up the mess
after the Rodney King riots in LA?

Have you gone to your local high school play recently? Attended the
school orchestra performances? Have you seen how many kids volunteer
to pick up trash, plant trees, do walk-a-thons? How many kids have
tried to sell you stuff to benefit organizations they belong to? How
many girl scout cookies have you bought? How many chocolate bars for
good causes?

The media picks up on all the anomalies, the sensational...

What about the wonderful teenagers all over the place who work hard at
school, get good grades, go to college (or to work) and make a real
contribution to our society?

All humans are teenagers at some time in their lives! Mother Theresa
was a teenager and so was Geoffrey Dahmer.

It is really sad to see so many people who buy the sensational
reporting of the media as some kind of reflection of the world today!
It is a reflection of what is happening on the outer fringes of our
society and nothing more...",0
"
I am currently in the car market and would like opinions on a VW
Passat GLX.  How does it compare to a Toyota Camry?  I thought the car
looked very solid, stable and European.  Only disappointment so far is
that that it doesn't offer an airbao my next question is, why isn't VW
offering automobiles with airbags?  Should I pay the extra three
thousand for a BMW 318 is even though it is smaller and less powerful
than than the Passat?
",0
"From: thwang@mentor.cc.purdue.edu (Tommy Hwang)
Subject: Advise needed in buying Automobile

   >I am in search of a dependable automobile to purchase.  Below
   >are its requirements:
   >	5. V6 or above

       Most of the cars you mentioned are below (smaller than) V6 engine.

   Tony
--",0
"From article <1qkkl5INNbvo@hp-col.col.hp.com>, by theckel@col.hp.com (Tim Heckel):

--When I was selling Nissans last summer, I sold a '92 SE-R in early August
  when its supply was getting quite scarce.  The car was black with ABS, 
  Value Option Pkg, and power moonroof.  I sold it for $12,900 plus tax.
  Naturally, my manager didn't really care to sell one of the most desirable
  SE-R's for virtually no profit (to the best of my knowledge).....

--Aamir Qazi

-- ",0
"
-> I saw an interesting product in NY Auto Show, and would like to hear
-> your comments.
->
-> MILITECH(tm) is yet another oil additive. But the demonstration of
-> this product really impressive, if it didn't cheat.

  Well, I heard that Militech stuff works pretty good too.. One of my
friends who races in SCCA sanctioned events and all that stuff got the
Militech stuff early as a trial thing, and he put it in his CRX..  He
says it worked great, but I didn't ask him for any details.


-Erich
erich.lim@yob.sccsi.com
                                                                       ",0
"
[stuff about autobahn and safety of sho at speed deleted]

The Mustang is a much worse case of design irresponsibility than the
SHO. 

Its hard to predicatbaly drift a stock Mustang because
of the suspension.


Yes. When i think Mustang, I think school-bus +  F16 motor. In
my mind the Mustang should be fitted with a speed limiter at 80-90
or so. It just isn't safe, check out your local junkyard, Mustangs
outnumber other cars by a proportion way in excess of sales in
junkyards.

I find it astonishing the CU or somesuchlike has not jumped on the
Mustang for poor brakes in relation to power. Ford should at least
standardize on the SVO rear brakes for all 5.0's.




True of Northern Europe, latin countries are something else.

Kindof true. remember they were build by adolf in the '30's.


Yes.


""Autobahn"" is the german word for freeway. Other countries have
different names for loose equivalents; autostrada, autoroute, motorway
etc.


Europe did seem on the brink of a 130kmh limit. It hasn't passed as
far as I know. typical speeds in western europe are much higher than
the US. Law enforcement is negligible in my experience (comapred
to the US) as there is no revenue enhancement motivation. The things
you really notice are the higher speed differentials, and the more
professional attitude to driving. You just never see two cars
running parallel at 55.1 mph oblivious to all around them.


You're wrong. GTI's  go this fast. Just kind of noisy, not the ideal

autobahn car. A lot of times you see cars being driven with the drivers
foot on the floor. How do I know? - when you're not making any ground
on the identical car in front of you!


If something happens at 130-150 you're dead, but the same goes for much
over 35. Driving at high speed forces you to concentrate. I feel much
safer driving 130+ on the autobahn than 60-80 in typical US traffic
because most people seem to be awake. I've never seen any driver reading
a book on an autobahn, I see it all too often in the US.

Craig

It just doesn't *seem* fast after 30 minutes or so of aclimation. everybody
drives that fast, no big deal. ",0
"One of the local dealers has a used (7k miles) '93 Probe GT
on the lot with a photocopy of a document taped to the
window saying the dealership bought the car back from
the previous owner because of ""Engine noises"", but that
the Ford district rep had OK'ed the car saying those
noises were ""normal"".  I thought it was worth looking
into (the car seems otherwise clean) and mentioned this
to a co-worker, who proceeded to tell me a horror story
about her son's '93 Probe GT, which had several problems,
ending with engine noises which she said ""was something
with the heads"", that Ford acknowledged the noise, said
they were working on it, but didn't have a cure as of
yet.  Her son traded the car in (and I checked -- not
the same car).  So I have some evidence of a reoccuring
problem with the V6 in the Probe GT's, and by extension
with the Madza 626 and MX-6.",0
"
This isn't anything new.  Back in 1985 I was driving under a high
overpass at night on I-805 in San Diego when I caught a glimpse of
someone on the overpass.  As I passed under a rock slammed against the
metal between the winshield and right front window.  My girlfriend was
in the seat next to it.  I called the police from the next exit, but I
doubt if they were found.

About five years ago in San Diego someone was put into a coma from a
brick being thrown through his sunroof as he was driving and
subsequently crashed.  I don't think he ever came out of the coma, and I
haven't heard anything about it for a couple years.


Probably because there are many children there.  Also the minor fact
that other than defending themselves from 100 some people attacking them
they haven't threatened or attacked anyone outside the compound in
years.  Being a promiscuous religious nut does not constitute grounds
for a mass murder of Koresh and his followers.

Sorry for posting this to this group, but I thought the previous post
needed a rebuttal.  If you follow-up to this portion please cross-post
and direct follow-ups to a more appropriate newsgroup.
",0
"I'm considering switching to Geico insurance, but have heard that
they do not assign a specific agent for each policy or claim.  I was
worried that this might be a real pain when you make a claim.  I have
also heard that they try to get rid of you if you have an accident.

I'm interestend in determining whether or not these things are true.
Has anyone out there with Geico made a claim?  I'd be interested in
hearing whether or not you were satisfied with the service and whether
you then had trouble renewing your policy.",0
"
All Toyotas have airbags with a real horn. Come on, how hard can it
be to put a little pressure plate there. I hope Toyota doesn't follow
everyone else and make the horns little buttons that I wouldn't want
to fumble for.

john
",0
"
$ [...]
$ 	Actually, you want a Checker Special if you can find one.

$ 	Good luck.  I'm sorry I let mine go...

I grew up in New York City so I rode in many Checker cabs.  The jump
seats were fun as a kid.  Although the cars were roomy -- a good trait
for a taxi -- they had a design flaw that I don't understand they never
fixed: the rear passengers tended to fall out of their seats when the
driver braked.  I wouldn't want to take a long ride in the back seat of
one of these vehicles.  Why did you like yours?  I never drove one, so
I have to ask.",0
"
[Long silly discussion deleted...]


This suggestion isn't as far-fetched as it sounds.  Years ago in another
time and place, I used to do oil changes in boats powered by automotive
engines.  In many cases, there was no way to get any sort of a tray under
the oil pan because it was boxed in by the bottom of the hull and various
floation chambers on each side.  And if you *did* get something there, you'd
spill all the oil out of it for sure trying to get it back out again.

So we used a small pump powered by an electric drill to suck the oil out
the dipstick hole.  There was a long/thin hose on the inlet side designed
to fit down the dipstick tube, and another, thicker/shorter hose on the
outlet side that you put into any convenient container.  I'm sure these
gadgets are still available from marine hardware suppliers if you want one.",0
"
	Actually, this started as a great idea.  Before steering-column
locks became popular, Saab installed a *gearshift* lock -- put the car
in reverse, remove the key, and the car *stays* in reverse!
	Also, suppose you get into your car, and a thug comes up and
demands your keys at gunpoint.  You hand them over, he gets in, and
HAS NO IDEA WHERE TO PUT THE KEY!  At this, he will run away (or perhaps
shoot you anyway  %-}).  I heard this actually happened somewhere...
	Btw, I hear that the Saab 900's new successor will have the
ignition on the console, between the seats, where it belongs.",0
"

i'm sorry, as i have never heard of any of this.  Guess they don't think
it's important enough for a classroom, and i was going on what i've seen
in pics.(some movies--real nice scource there, huh?)  I just always 
recall thinking that GOOD roads of asphalt didn't come around til the
Interstate Hiway Act, or whatever they called it(60's?), and that wood and
cobblestone roads were fairly rare up through the depression, except in
overpopulated places like England and US cities.  Obviously netwisdom
says i am wrong.


i knew it was almost always done, but i knew of no reason that it might not
be done the other way by DeSoto for their car.  Seems like they had some
other deviations from the norm too, at times :-)
",0
"
I have owned my Sprint from the beginning and that sensor light comes on every
30K to let you know it's time for a check up.  When that light goes on, I just
take it to the delaer tell them ""It's that time"" and they work on it for 4 hou
and you pay $5 for parts and $100 for labor. (Ahh...what they get for labor)
I currently have about 95K on my Sprint and of all the times I took it in for
service, I never say on the payment sheet anything about the replacement of the
Oxygen sensor.  What the heck is an Oxygen sensor?  As far an I know of, I have
never had that thing replaced in my car and the car is purring like a kitten.
Now, I don't have a/c (Mother Nature does that for me :-) ) and that might have
something to do with it, but I still never heard of an Oxygen sensor.  The only
MAJOR service job I have had on my car (besides getting the tires replaced
if you want to call that a service job) was getting the Rotor, Distributor and
Gasket replaced.  And that was all done within the past 2 months.  

What I do at 30K is have a good tune-up, let them replace what ever they need
to, pay the bill (about $125) and go home and don't worry about the car for
another 30K.  Oh, I just remembered something.  If that little sensor light
bothers you, in the fuse box right below the turn-signal lever up against
the dash, there is a swith on the right side.  Flip that switch and the light
will go off.  I do that so that little light won't annoy me.  If you can't
find it, look it up in the car manuel.  I hope that I have helped a little
and good luck with the _Oxygen sensor_?

				- Thomas -",0
"

Yeah I suppose you could do that.  But then you don't get the broken knuckles,
the rust in your eyes, the oil bath, and the burns from the exhaust.

I mean come on!...",0
